icgc_sample_id,gene_symbol,# mutations at gene
SA13400,TNFAIP3,3
SA13400,PCDHB8,1
SA13400,NEURL2,2
SA13400,UBR4,5
SA13400,SIN3B,8
SA13400,VPS13C,5
SA13400,FOXA1,6
SA13400,SYT5,6
SA13400,PRKG2,6
SA13400,AMDHD1,2
SA13400,TTC6,1
SA13400,IGSF1,5
SA13400,SPATA25,1
SA13400,FMNL2,2
SA13400,ABCG1,7
SA13400,GBP4,3
SA13400,PTPN13,7
SA13400,ZNF592,3
SA13400,ADAM29,8
SA13400,PKHD1,1
SA13400,GRIK1,10
SA13400,HEG1,1
SA13400,MUC16,1
SA13400,1-Mar,4
SA13400,ZNF559,15
SA13400,ZNF177,2
SA13400,PRPF40A,1
SA13400,CHSY3,2
SA13400,DCAF12L1,1
SA13400,DAXX,11
SA13400,PCDHA5,3
SA13400,PCDHA4,2
SA13400,PCDHA2,1
SA13400,PCDHA1,2
SA13400,OR4A5,1
SA13400,RNU6-554P,1
SA13400,RNA5SP492,1
SA13400,TAPBP,9
SA13400,ZBTB22,3
SA13400,CKMT1B,8
SA13400,,1
SA13400,STRC,10
SA13400,AADACL2-AS1,2
SA13400,RPSAP70,1
SA13400,,1
SA13400,,2
SA13400,PCDHA3,1
SA13400,,1
SA13400,ZNF559-ZNF177,16
SA13400,,1
SA13559,DNAH9,5
SA13559,MAP2K4,13
SA13559,GBA2,6
SA13559,CRAT,5
SA13559,TNRC6B,5
SA13559,INTS6,16
SA13559,RASIP1,4
SA13559,CREB3,2
SA13559,PIP5K1B,2
SA13559,FBXW7,8
SA13559,PTPN6,7
SA13559,RASGRF2,3
SA13559,GABRG2,7
SA13559,PIK3CA,3
SA13559,CDH26,4
SA13559,EMG1,1
SA13559,STX6,2
SA13559,ARHGEF4,7
SA13559,TLN1,3
SA13559,BRCA2,6
SA13559,SGSM2,9
SA13559,FAHD2B,6
SA13559,MUC4,17
SA13559,FRG1BP,5
SA13559,TAOK1,4
SA13559,SNED1,8
SA13559,ANKRD30BL,1
SA13559,PRKACG,1
SA13559,ADAM29,8
SA13559,CEP120,6
SA13559,PTGER4,3
SA13559,GOLGA6L2,4
SA13559,LINC00521,6
SA13559,MAMSTR,3
SA13559,AGBL4,3
SA13559,,2
SA13559,CCDC180,7
SA13559,HLA-DRB5,1
SA13559,RNA5-8SP5,1
SA13559,MIR141,1
SA13559,MIR200C,1
SA13559,PHB2,14
SA13559,MIR663B,1
SA13559,RPS4XP16,2
SA13559,,1
SA13559,OR5H1,1
SA13559,CDC27P1,1
SA13559,,1
SA13559,INTS6-AS1,24
SA13559,SCARNA12,1
SA13559,,1
SA13559,,1
SA13559,,4
SA13559,,1
SA13559,,1
SA13559,,1
SA13785,HECW1,3
SA13785,LAMP2,4
SA13785,EXTL3,11
SA13785,ALAS1,5
SA13785,EHD2,5
SA13785,ARID4A,7
SA13785,ABCF2,3
SA13785,SLC2A3,6
SA13785,NEDD4,6
SA13785,CDH19,4
SA13785,STK10,3
SA13785,WNT8B,1
SA13785,CRYBG3,1
SA13785,SLC13A1,4
SA13785,APOB,1
SA13785,ZC3HC1,8
SA13785,CYP26A1,3
SA13785,GNPNAT1,4
SA13785,GLA,6
SA13785,SEC14L5,2
SA13785,BCKDK,10
SA13785,RP1,1
SA13785,FZD3,2
SA13785,LAPTM4B,3
SA13785,MCM4,10
SA13785,DOT1L,5
SA13785,PIAS4,4
SA13785,PDE4C,10
SA13785,GSK3A,4
SA13785,EPHB6,8
SA13785,PSMD3,5
SA13785,EIF4G2,27
SA13785,CBL,1
SA13785,ACCS,8
SA13785,LAMA4,4
SA13785,MRPS30,3
SA13785,SWT1,5
SA13785,CENPF,2
SA13785,MYB,40
SA13785,PPL,1
SA13785,TRIM67,4
SA13785,IFT43,1
SA13785,TGFB3,4
SA13785,LRIF1,3
SA13785,C19orf43,5
SA13785,LRP1,5
SA13785,TRIM51,2
SA13785,PPP1R12C,6
SA13785,HNRNPH2,1
SA13785,STEAP4,3
SA13785,KCNA5,1
SA13785,LSM4,6
SA13785,EPS8L1,15
SA13785,MUTYH,38
SA13785,LARS,6
SA13785,NOTCH2,1
SA13785,ERCC5,4
SA13785,LCP1,3
SA13785,BLK,3
SA13785,ZFP37,3
SA13785,HEMGN,1
SA13785,TRMO,5
SA13785,ADAMTS17,5
SA13785,DPEP3,2
SA13785,TP53,17
SA13785,HSPG2,3
SA13785,ADAM15,33
SA13785,FANCD2,7
SA13785,ALDH1L1,16
SA13785,PLK2,14
SA13785,ASB15,7
SA13785,CXorf57,6
SA13785,UTRN,1
SA13785,AFF2,4
SA13785,VPS8,6
SA13785,PGLYRP3,1
SA13785,ZNF714,9
SA13785,IP6K3,2
SA13785,IFT122,14
SA13785,TRPV6,8
SA13785,PRTG,3
SA13785,STX3,1
SA13785,MYO5B,1
SA13785,ZNF526,2
SA13785,NLRP5,1
SA13785,OR10V1,1
SA13785,RSPH9,2
SA13785,ZWILCH,9
SA13785,RPL4,17
SA13785,SNAPC5,8
SA13785,SLCO2A1,10
SA13785,TSPEAR,2
SA13785,BOLA1,1
SA13785,ABCA13,2
SA13785,RAP2B,1
SA13785,ADGRB1,4
SA13785,UBA7,11
SA13785,TSPEAR-AS2,1
SA13785,GAS6,5
SA13785,GABRR3,2
SA13785,HIST2H2AC,1
SA13785,HIST2H2AB,1
SA13785,HIST2H2BE,1
SA13785,FAM212A,1
SA13785,FCAR,13
SA13785,HPDL,1
SA13785,CYP4A11,9
SA13785,SP6,2
SA13785,TRRAP,4
SA13785,SLC2A10,1
SA13785,ENTPD6,16
SA13785,CCDC180,8
SA13785,MMP17,10
SA13785,BAZ1A,7
SA13785,MIR412,1
SA13785,MIR377,1
SA13785,MIR369,1
SA13785,MIR410,1
SA13785,MIR409,1
SA13785,SNORD18C,1
SA13785,SNORD16,1
SA13785,SNORD18A,1
SA13785,RNA5SP469,1
SA13785,RNA5SP245,1
SA13785,,1
SA13785,SNORD18B,1
SA13785,CCHCR1,26
SA13785,MIR656,1
SA13785,MIR496,1
SA13785,KRT222,4
SA13785,MIR541,1
SA13785,MIR1228,1
SA13785,RNU6-519P,1
SA13785,MEG9,1
SA13785,,1
SA13785,,5
SA13785,FAM41C,3
SA13785,,4
SA13785,,1
SA13785,,1
SA13785,,1
SA13785,GAS6-AS1,1
SA13785,TUBB8P11,1
SA13785,MYB-AS1,1
SA13785,SNORD97,1
SA13785,,2
SA13785,,1
SA13785,,1
SA13785,,8
SA13785,,4
SA13785,,1
SA13785,,1
SA13785,RPL36A-HNRNPH2,2
SA13785,,1
SA13785,,1
SA13785,MIR548AN,1
SA13785,,1
SA13785,MIR4512,1
SA13785,,1
SA13785,,1
SA13785,,2
SA13785,,1
SA13785,,1
SA13785,BIVM-ERCC5,1
SA13785,RNU1-30P,1
SA13940,SLC18A1,8
SA13940,KMT2C,5
SA13940,PTPRU,9
SA13940,EVI5,3
SA13940,PPP2R5B,2
SA13940,SLC13A1,4
SA13940,SRRD,1
SA13940,TFIP11,9
SA13940,POLI,10
SA13940,MYH14,9
SA13940,PMPCB,2
SA13940,DNAJC2,10
SA13940,GATA3,3
SA13940,MROH9,2
SA13940,GRIA2,8
SA13940,KCNJ5,2
SA13940,PIK3CA,1
SA13940,IL17B,3
SA13940,KCNC3,3
SA13940,NOTCH2,1
SA13940,ADGRB3,3
SA13940,CEP350,3
SA13940,SYBU,27
SA13940,GPHA2,3
SA13940,NLRP3,7
SA13940,PKNOX2,6
SA13940,MAGEC3,7
SA13940,ADAMTS15,1
SA13940,MAJIN,7
SA13940,C11orf45,3
SA13940,DUSP27,4
SA13940,RNU4-59P,1
SA13940,,1
SA13940,PTENP1,3
SA13940,PEG10,4
SA13940,,1
SA13940,,1
SA13940,,1
SA14104,KMT2E,7
SA14104,MYO16,3
SA14104,POLR2B,8
SA14104,RORA,4
SA14104,NOA1,1
SA14104,ARHGAP4,15
SA14104,SEL1L2,6
SA14104,SYTL4,6
SA14104,AKNA,2
SA14104,EXPH5,7
SA14104,CYTIP,9
SA14104,SLC5A7,3
SA14104,ZP4,1
SA14104,STK11,6
SA14104,TRPM6,7
SA14104,CPSF3,3
SA14104,PRDX4,5
SA14104,TRMT5,3
SA14104,AVPR2,5
SA14104,YEATS4,4
SA14104,TPST2,9
SA14104,BTBD3,13
SA14104,MYH8,1
SA14104,CHIA,10
SA14104,SRPK2,4
SA14104,SLC38A6,15
SA14104,TCF12,12
SA14104,REG3G,5
SA14104,PARP8,19
SA14104,MIA3,8
SA14104,FBXL18,4
SA14104,KIF5A,2
SA14104,ICA1L,4
SA14104,SNRK,6
SA14104,FAM208A,6
SA14104,EML5,3
SA14104,FAM57A,7
SA14104,TNXB,2
SA14104,OBP2B,4
SA14104,LINGO2,2
SA14104,GEMIN4,2
SA14104,TSHZ2,4
SA14104,TREX2,4
SA14104,FBXL7,3
SA14104,TBX1,2
SA14104,GNB1L,1
SA14104,ZNF669,6
SA14104,GGT3P,2
SA14104,MYO5A,6
SA14104,PLXNB3,5
SA14104,L1CAM,1
SA14104,MBD5,3
SA14104,HAUS7,7
SA14104,MIR887,1
SA14104,WDR46,5
SA14104,ORM2,2
SA14104,,1
SA14104,ORM1,2
SA14104,RPS18,8
SA14104,,2
SA14104,SNRK-AS1,1
SA14104,B3GALT4,2
SA14104,,1
SA14104,,1
SA14104,RORA-AS1,4
SA14104,,1
SA14104,HMGB2P1,1
SA14104,,1
SA14104,,1
SA14104,,2
SA14104,,1
SA14104,MYHAS,1
SA14104,GRIN2B,1
SA14241,ARF5,6
SA14241,RNH1,24
SA14241,CDH1,6
SA14241,HSPA5,1
SA14241,TRAPPC3,7
SA14241,KMT2C,8
SA14241,CDHR2,3
SA14241,P2RX6,1
SA14241,RECQL5,9
SA14241,MED23,9
SA14241,MUC5B,4
SA14241,PCDHB12,2
SA14241,PIK3CA,1
SA14241,DNPEP,21
SA14241,ABHD17A,12
SA14241,PTPRE,4
SA14241,TBX3,4
SA14241,RABEPK,4
SA14241,GALNT2,3
SA14241,EPHX1,4
SA14241,EPG5,2
SA14241,TUBA3FP,3
SA14241,TNFSF13,8
SA14241,SENP3,6
SA14241,MATN1,3
SA14241,CFAP47,2
SA14241,NOL6,7
SA14241,KATNAL2,5
SA14241,GPRIN1,1
SA14241,BAIAP2,14
SA14241,GCC1,2
SA14241,ZNF467,2
SA14241,INPP5J,12
SA14241,SRL,3
SA14241,NLRP9,2
SA14241,MATN1-AS1,3
SA14241,PCDHB13,1
SA14241,DMBT1,7
SA14241,ANKRD36B,7
SA14241,GAL3ST4,9
SA14241,TXNRD1,24
SA14241,PRR31,1
SA14241,TRIM49C,2
SA14241,MUC19,9
SA14241,C16orf96,1
SA14241,GPC2,6
SA14241,LINC00588,1
SA14241,,1
SA14241,BAIAP2-AS1,3
SA14241,,1
SA14241,THAP7-AS1,2
SA14241,TNFSF12,5
SA14241,,1
SA14241,TNFSF12-TNFSF13,1
SA14241,EID3,1
SA14241,,1
SA14241,,1
SA14241,,1
SA14423,HIVEP2,6
SA14423,BTN3A1,22
SA14423,KIAA2022,4
SA14423,PCDHGA2,4
SA14423,COBLL1,18
SA14423,PTHLH,10
SA14423,MCM4,20
SA14423,PRUNE2,20
SA14423,OBFC1,8
SA14423,MUC5B,3
SA14423,MAGEB4,2
SA14423,PCDHB8,1
SA14423,PIK3CA,2
SA14423,ARFGEF2,2
SA14423,ELK1,10
SA14423,KL,6
SA14423,ABI1,28
SA14423,CLCA2,4
SA14423,CTRL,16
SA14423,TENM2,12
SA14423,SHROOM2,4
SA14423,PDSS1,6
SA14423,ACSL1,20
SA14423,PLCL2,10
SA14423,TTN,12
SA14423,PSKH1,2
SA14423,LMOD3,6
SA14423,ALDH1A1,4
SA14423,ATP7A,6
SA14423,USP54,20
SA14423,UGT1A6,12
SA14423,CDK12,4
SA14423,NOC3L,8
SA14423,RIMS2,4
SA14423,PCDHB9,1
SA14423,MAOA,3
SA14423,ZNF124,10
SA14423,NF1,20
SA14423,BHLHB9,7
SA14423,DMD,16
SA14423,BMPR2,4
SA14423,COL11A2,9
SA14423,PCDHGA1,2
SA14423,FABP9,2
SA14423,PSMB10,10
SA14423,IGHV3-23,2
SA14423,MAGEB1,6
SA14423,PPP3CB-AS1,10
SA14423,RNU6-519P,2
SA14423,DNAJB3,4
SA14423,UGT1A2P,2
SA14423,XIST,8
SA14423,TTN-AS1,6
SA14423,UGT1A5,2
SA14423,UGT1A9,2
SA14423,UGT1A1,8
SA14423,UGT1A10,4
SA14423,UGT1A3,2
SA14423,UGT1A7,2
SA14423,UGT1A4,4
SA14423,,2
SA14423,,2
SA14423,IGHVIII-22-2,2
SA14423,PCDHGA3,2
SA14423,,1
SA14423,,1
SA14423,,4
SA14423,TSIX,1
SA14471,CREBBP,4
SA14471,MMP25,2
SA14471,LYPLA2,11
SA14471,PHF20,11
SA14471,FBXO42,3
SA14471,PPP1R12A,9
SA14471,ATP2B4,5
SA14471,STON1-GTF2A1L,1
SA14471,ZXDC,3
SA14471,BAZ2A,22
SA14471,ACTL6B,6
SA14471,CAPN6,2
SA14471,AMPH,5
SA14471,MYH7B,6
SA14471,ZNF302,13
SA14471,ECHDC1,17
SA14471,MTMR3,6
SA14471,TRPC4AP,4
SA14471,FMR1,11
SA14471,UBL4A,6
SA14471,TFR2,2
SA14471,APBA1,1
SA14471,MYH1,1
SA14471,MDN1,2
SA14471,XRN1,8
SA14471,KIAA1257,4
SA14471,PLEKHB2,2
SA14471,TNR,3
SA14471,WRAP73,9
SA14471,SLC35D1,2
SA14471,GALE,15
SA14471,IPO13,3
SA14471,ATP6V0B,13
SA14471,SYF2,4
SA14471,RNF146,13
SA14471,CSF3R,16
SA14471,ARAP3,4
SA14471,UTP20,1
SA14471,SLITRK3,3
SA14471,HJURP,8
SA14471,FAM124B,3
SA14471,NCOA3,4
SA14471,CSE1L,3
SA14471,SLC10A3,5
SA14471,HOXD13,1
SA14471,PLD2,7
SA14471,DPP6,4
SA14471,SYNE1,8
SA14471,ATP1A4,2
SA14471,DPH2,18
SA14471,MYH8,1
SA14471,ROCK2,4
SA14471,TMEM2,4
SA14471,GPR55,4
SA14471,WDR33,1
SA14471,THBS1,5
SA14471,LHCGR,7
SA14471,ITGAV,2
SA14471,TRPC3,4
SA14471,SCARB2,4
SA14471,RGS3,4
SA14471,AEBP2,6
SA14471,FRMD6,9
SA14471,ASXL3,2
SA14471,MEP1B,4
SA14471,GAREM1,1
SA14471,RRNAD1,22
SA14471,MRPL24,6
SA14471,ISG20L2,5
SA14471,HDGF,3
SA14471,FLG,1
SA14471,SKP2,6
SA14471,PDCD4,10
SA14471,CCDC83,5
SA14471,NBAS,6
SA14471,MZT2B,7
SA14471,TUBA3E,1
SA14471,EPHB1,2
SA14471,TTN,6
SA14471,UBN2,2
SA14471,TPRG1L,2
SA14471,CLDN14,5
SA14471,ACE,18
SA14471,MAPKAPK2,4
SA14471,MELTF,2
SA14471,ABHD18,4
SA14471,ICE1,3
SA14471,C16orf78,1
SA14471,RNF214,6
SA14471,SMG8,6
SA14471,CYP7A1,1
SA14471,KCNMB3,6
SA14471,OR10H3,1
SA14471,NWD2,1
SA14471,ZWILCH,6
SA14471,RPL4,2
SA14471,KY,5
SA14471,NCKAP5,5
SA14471,METRNL,3
SA14471,GLDC,2
SA14471,CD300LB,2
SA14471,ALOX15B,5
SA14471,ZNF816,9
SA14471,NPLOC4,13
SA14471,NEB,7
SA14471,ANO9,7
SA14471,SIGIRR,15
SA14471,ZNF445,3
SA14471,ATP13A5,2
SA14471,ZSCAN23,3
SA14471,POTEE,2
SA14471,RELN,4
SA14471,FABP12,2
SA14471,SERPINB13,5
SA14471,FCHSD1,8
SA14471,CACNA1E,7
SA14471,TOP1,1
SA14471,OR10R2,1
SA14471,MIR450A1,1
SA14471,RNU1-100P,1
SA14471,ZNF525,9
SA14471,PFDN6,7
SA14471,TMEM235,6
SA14471,KRTAP5-1,1
SA14471,RNU6-301P,1
SA14471,,1
SA14471,MIR450A2,1
SA14471,MIR542,1
SA14471,TRBJ2-1,2
SA14471,TRBJ2-2,2
SA14471,TRBJ2-2P,2
SA14471,TRBJ2-3,2
SA14471,TRBJ2-4,2
SA14471,TRBJ2-5,2
SA14471,TRBJ2-6,2
SA14471,TRBJ2-7,2
SA14471,TRBC2,2
SA14471,CEACAM16,2
SA14471,CAPN14,3
SA14471,MIR450B,1
SA14471,TENM3,4
SA14471,ZNF816-ZNF321P,1
SA14471,MIR503HG,5
SA14471,PLCG1-AS1,1
SA14471,WDR46,7
SA14471,HORMAD2-AS1,2
SA14471,MFI2-AS1,4
SA14471,,1
SA14471,,1
SA14471,,1
SA14471,,2
SA14471,KRTAP5-AS1,4
SA14471,FMR1-IT1,1
SA14471,,2
SA14471,TTN-AS1,16
SA14471,RGL2,7
SA14471,FLG-AS1,3
SA14471,CDRT1,2
SA14471,GTF2A1L,1
SA14471,GBA3,3
SA14471,,1
SA14471,,2
SA14471,,1
SA14471,,1
SA14471,FAM157C,2
SA14471,,1
SA14471,MMP25-AS1,7
SA14471,,1
SA14471,,1
SA14471,CLUHP6,1
SA14471,,1
SA14471,,1
SA14471,,1
SA14471,,1
SA14471,,4
SA14471,MYHAS,2
SA14628,TNRC6B,5
SA14628,NKAP,1
SA14628,FAAH,6
SA14628,PIK3CA,2
SA14628,FGF13,8
SA14628,DIAPH1,15
SA14628,PPARG,12
SA14628,MATN2,7
SA14628,SLF1,4
SA14628,MYO18B,5
SA14628,NCOR1,5
SA14628,MYOM3,5
SA14628,ANGPT1,7
SA14628,ABHD18,4
SA14628,GREM1,4
SA14628,CKAP2L,7
SA14628,OR4F6,1
SA14628,ZNF90,5
SA14628,,1
SA14628,FGF13-AS1,2
SA14628,,1
SA14628,,28
SA14628,,1
SA14653,KIF1B,3
SA14653,FRYL,8
SA14653,LAMA1,6
SA14653,CACNA1F,4
SA14653,FGF6,2
SA14653,UHRF1BP1L,7
SA14653,RBBP5,3
SA14653,SLC9A5,9
SA14653,CLSTN3,7
SA14653,DYRK3,5
SA14653,AFF3,5
SA14653,MUC4,17
SA14653,DPY19L4,2
SA14653,ASB5,2
SA14653,OTUD4,3
SA14653,CMYA5,2
SA14653,SYNPO2L,2
SA14653,KRTAP23-1,1
SA14653,DNAH17,3
SA14653,POTEF,4
SA14653,PCDHA4,3
SA14653,PCDHA2,2
SA14653,PCDHA1,2
SA14653,CROCCP2,2
SA14653,,1
SA14653,PCDHA3,1
SA14653,,1
SA14800,MYCBP2,4
SA14800,MAP3K13,10
SA14800,PCDHGA2,1
SA14800,APOB,1
SA14800,MAP3K1,1
SA14800,RIC8B,8
SA14800,PIK3CA,1
SA14800,LAX1,3
SA14800,COPS4,10
SA14800,TNFRSF11B,3
SA14800,SYT9,4
SA14800,HS3ST4,2
SA14800,FAM47B,1
SA14800,PCDHGA1,1
SA14800,,1
SA14800,PCDHGB6,1
SA14800,PCDHGA5,1
SA14800,PCDHGA7,1
SA14800,PCDHGA6,1
SA14800,PCDHGA8,1
SA14800,PCDHGB2,1
SA14800,PCDHGB4,1
SA14800,PCDHGB1,1
SA14800,PCDHGA3,1
SA14800,PCDHGA9,1
SA14800,PCDHGB3,1
SA14800,PCDHGA4,1
SA14806,LIG3,10
SA14806,MYCBP2,4
SA14806,TKTL1,3
SA14806,MMP25,3
SA14806,ELOVL5,4
SA14806,DDX11,25
SA14806,USH2A,2
SA14806,CDK14,12
SA14806,TRPM5,5
SA14806,HMMR,4
SA14806,USP33,10
SA14806,TNS1,5
SA14806,COL4A4,2
SA14806,TNPO1,6
SA14806,BCORL1,7
SA14806,CHERP,4
SA14806,PABPC4,19
SA14806,MYH7,1
SA14806,DGCR14,4
SA14806,SALL4,5
SA14806,HERC1,5
SA14806,PRUNE2,3
SA14806,MADD,10
SA14806,CCNC,12
SA14806,TARS,12
SA14806,HYAL1,6
SA14806,FN1,13
SA14806,COX7A2L,1
SA14806,CAMSAP2,4
SA14806,HEATR1,2
SA14806,PRAMEF2,1
SA14806,UBR4,6
SA14806,TEP1,5
SA14806,ARHGEF11,5
SA14806,PTPN22,8
SA14806,TAF5L,5
SA14806,SCYL2,5
SA14806,HS6ST1,3
SA14806,GAS2L3,5
SA14806,KSR1,13
SA14806,,1
SA14806,PTPRF,11
SA14806,EML4,5
SA14806,FAM171B,1
SA14806,KIAA1755,2
SA14806,ZNF385D,2
SA14806,PANX3,1
SA14806,TBRG1,8
SA14806,MYO1E,4
SA14806,EIF5B,1
SA14806,CPAMD8,3
SA14806,KALRN,5
SA14806,TRAPPC10,3
SA14806,FGFR4,17
SA14806,FREM1,4
SA14806,PIGO,9
SA14806,C10orf82,4
SA14806,MAP1A,3
SA14806,TET2,9
SA14806,MAP6,3
SA14806,SPTBN2,7
SA14806,C14orf177,3
SA14806,MAMSTR,7
SA14806,KCNQ5,7
SA14806,HYAL3,6
SA14806,USP7,14
SA14806,ELAVL3,3
SA14806,ARID5A,6
SA14806,OR6N1,1
SA14806,RYR3,2
SA14806,SNORA55,1
SA14806,PKHD1L1,2
SA14806,MIR765,1
SA14806,IFRD2,3
SA14806,MIR208B,1
SA14806,KIF4B,1
SA14806,,1
SA14806,,1
SA14806,,1
SA14806,,1
SA14806,RN7SL146P,1
SA14806,NAT6,7
SA14806,PPIEL,1
SA14806,GBA3,4
SA14806,HMMR-AS1,2
SA14806,,1
SA14806,,1
SA14806,MMP25-AS1,10
SA14806,RN7SL835P,1
SA14806,,1
SA14806,,2
SA14925,C1orf112,6
SA14925,CFH,2
SA14925,PLAUR,13
SA14925,ATP2C1,18
SA14925,PHKA2,1
SA14925,EPHA3,3
SA14925,QSER1,5
SA14925,CASP8,12
SA14925,ATP2C2,6
SA14925,PMS1,13
SA14925,PRKCQ,3
SA14925,OSBPL3,13
SA14925,ACHE,11
SA14925,SRRT,15
SA14925,PTPN4,6
SA14925,PPP1R13B,14
SA14925,RGS1,6
SA14925,OSBPL8,2
SA14925,ABLIM1,9
SA14925,EFS,3
SA14925,CDS2,7
SA14925,SPAM1,6
SA14925,PRUNE2,6
SA14925,PIP5K1B,3
SA14925,RECQL5,12
SA14925,MYH1,1
SA14925,KIAA1211,5
SA14925,AREG,4
SA14925,MAPK10,18
SA14925,RAPGEF2,3
SA14925,GALNT18,1
SA14925,EXPH5,7
SA14925,AUP1,7
SA14925,PLCD4,12
SA14925,C2orf42,1
SA14925,TIA1,16
SA14925,DNAJC16,9
SA14925,PAPPA2,2
SA14925,PRAMEF1,2
SA14925,ZNF541,3
SA14925,CASP8AP2,7
SA14925,ELL2,5
SA14925,DNAH7,1
SA14925,NCAPH,6
SA14925,MRPS2,8
SA14925,LY9,12
SA14925,CHD6,2
SA14925,RUNX2,10
SA14925,MYH2,3
SA14925,HIP1,3
SA14925,ORMDL1,6
SA14925,BCL2L2,6
SA14925,HELZ2,4
SA14925,UBE4B,5
SA14925,PKDREJ,1
SA14925,SYNE1,10
SA14925,BPIFA2,2
SA14925,STARD13,6
SA14925,MORC4,1
SA14925,TBC1D8B,4
SA14925,EPHB2,4
SA14925,FST,5
SA14925,MRAP2,1
SA14925,MFSD9,6
SA14925,NDUFB5,11
SA14925,SCN2A,5
SA14925,SCN7A,3
SA14925,OR13C9,1
SA14925,LMX1B,5
SA14925,SLC44A5,3
SA14925,HCN4,1
SA14925,MBTPS1,6
SA14925,OSBPL1A,4
SA14925,CACNA1A,3
SA14925,BARHL2,1
SA14925,KCNH1,2
SA14925,DUSP10,5
SA14925,FLG,1
SA14925,DQX1,8
SA14925,ACKR3,2
SA14925,MED12L,5
SA14925,KDM6A,8
SA14925,DOK2,7
SA14925,GINS4,9
SA14925,PCDH15,20
SA14925,CD226,7
SA14925,CACNA2D4,8
SA14925,SLC35F4,5
SA14925,CNTNAP4,13
SA14925,AHCTF1,6
SA14925,VSIG4,4
SA14925,ALS2CR12,7
SA14925,UNC5D,6
SA14925,LRP8,10
SA14925,PAXIP1,7
SA14925,RUNX1,6
SA14925,C9orf116,5
SA14925,SAFB,11
SA14925,WDR64,6
SA14925,FBLN2,5
SA14925,SPTA1,2
SA14925,ABCA1,1
SA14925,PRKACG,1
SA14925,NOL6,28
SA14925,FAT3,4
SA14925,FBN1,4
SA14925,RAG1,2
SA14925,ZNF592,3
SA14925,MAP1A,3
SA14925,ZNF610,4
SA14925,ZNF701,1
SA14925,KIR3DL1,1
SA14925,ADAM9,4
SA14925,ZBBX,9
SA14925,BTD,11
SA14925,TTLL6,6
SA14925,KSR2,4
SA14925,SPATA5L1,6
SA14925,PTEN,2
SA14925,KLF17,2
SA14925,TVP23B,7
SA14925,FBXW10,5
SA14925,TEFM,5
SA14925,C5orf34,4
SA14925,COL6A5,3
SA14925,NBEA,6
SA14925,PHF8,9
SA14925,GPRC6A,3
SA14925,ZBTB4,2
SA14925,BRSK2,13
SA14925,RAG2,1
SA14925,UFSP1,1
SA14925,ATAD5,1
SA14925,BBS10,1
SA14925,TDRD6,3
SA14925,SSTR2,3
SA14925,C4orf50,2
SA14925,USH1G,2
SA14925,OTOP2,3
SA14925,CSMD1,7
SA14925,ACTG1,15
SA14925,PCYT2,14
SA14925,DTX2P1,3
SA14925,SIRT7,20
SA14925,RELN,3
SA14925,ABCB8,12
SA14925,CXorf40A,12
SA14925,VPS13A,4
SA14925,DLGAP2,2
SA14925,ZNF808,6
SA14925,MUC2,4
SA14925,TOP1,1
SA14925,RNU6-222P,1
SA14925,SMIM5,2
SA14925,MIR320C2,1
SA14925,ZNF880,6
SA14925,PLCG1-AS1,1
SA14925,,1
SA14925,,1
SA14925,,1
SA14925,STARD13-IT1,1
SA14925,PSG1,9
SA14925,KDM4E,1
SA14925,SLFN14,1
SA14925,FLG-AS1,2
SA14925,RN7SL368P,1
SA14925,KIR3DL2,2
SA14925,LINC00893,8
SA14925,UPK3BP1,1
SA14925,,3
SA14925,UPK3B,2
SA14925,,1
SA14925,MRPL22P1,1
SA14925,,1
SA14925,,1
SA14925,,2
SA14925,PABPC4L,2
SA14925,,1
SA14925,,1
SA14925,BCL2L2-PABPN1,3
SA14925,,1
SA14925,,1
SA14925,,1
SA14925,DTX2P1-UPK3BP1-PMS2P11,2
SA14925,MYO15B,5
SA14925,,1
SA14925,,1
SA14925,,1
SA14925,,2
SA14925,MYHAS,1
SA14925,ZBTB8B,1
SA14925,,1
SA14958,WDR54,13
SA14958,CACNA1G,33
SA14958,PNPLA6,18
SA14958,THRAP3,6
SA14958,SLC9A3R2,9
SA14958,NTHL1,9
SA14958,ACTN2,5
SA14958,DOCK9,5
SA14958,MCOLN1,4
SA14958,AARS,7
SA14958,MYH7,1
SA14958,MYO3A,4
SA14958,SUPT6H,5
SA14958,PRR4,7
SA14958,NOP2,20
SA14958,IRX4,6
SA14958,EIF4G1,17
SA14958,RTKN,4
SA14958,QSOX1,3
SA14958,SSX2IP,9
SA14958,PCDHB12,2
SA14958,ZNF211,11
SA14958,PIK3CA,4
SA14958,NR4A1,21
SA14958,OARD1,1
SA14958,UNC5CL,3
SA14958,TEP1,5
SA14958,FAM98C,10
SA14958,KRAS,4
SA14958,TBX3,4
SA14958,RCBTB1,3
SA14958,STXBP1,5
SA14958,CENPE,4
SA14958,AMDHD1,2
SA14958,TP53,17
SA14958,CEP170,12
SA14958,EIF2B5,1
SA14958,OSMR,2
SA14958,ADAMTS19,2
SA14958,DOCK11,2
SA14958,PDCD11,1
SA14958,AKAP6,2
SA14958,DPYSL5,3
SA14958,C2orf81,1
SA14958,GPSM1,3
SA14958,PCSK7,7
SA14958,HAAO,6
SA14958,GRPEL2,4
SA14958,RASGRP4,14
SA14958,PARP15,6
SA14958,FAM131A,10
SA14958,DCAF4L2,1
SA14958,PGBD5,3
SA14958,TREX2,4
SA14958,PCDHB13,1
SA14958,RYR1,3
