icgc_sample_id,gene_symbol,# mutations at gene
SA525999,HOOK2,2
SA525999,ITPR3,4
SA525999,H2AFY2,4
SA525999,POLRMT,12
SA525999,MKNK2,28
SA525999,LZTR1,52
SA525999,BCL2L13,22
SA525999,SPECC1L,6
SA525999,LGALS2,2
SA525999,DICER1,18
SA525999,C14orf93,6
SA525999,CINP,16
SA525999,PABPC1L,8
SA525999,MTG2,22
SA525999,PSMA7,12
SA525999,ARFRP1,36
SA525999,CDH20,8
SA525999,ANKRD12,10
SA525999,MXRA5,2
SA525999,PARP4,2
SA525999,NFAT5,20
SA525999,LONP2,8
SA525999,USB1,28
SA525999,SLC7A6OS,10
SA525999,SLC7A6,8
SA525999,TSC2,22
SA525999,UBFD1,18
SA525999,EARS2,22
SA525999,CEP152,8
SA525999,DMXL2,6
SA525999,SPG11,22
SA525999,LYL1,6
SA525999,TRMT1,22
SA525999,VRK3,40
SA525999,CNTD2,8
SA525999,PRX,8
SA525999,BCAT2,30
SA525999,CDK6,6
SA525999,TSPAN12,12
SA525999,PTCD1,6
SA525999,CHCHD3,10
SA525999,AMBP,8
SA525999,DNM1,14
SA525999,DOCK8,14
SA525999,CUL2,18
SA525999,CYTH1,28
SA525999,CNTNAP1,8
SA525999,MYH1,2
SA525999,VTN,6
SA525999,FOXRED1,36
SA525999,CHORDC1,12
SA525999,MADD,16
SA525999,RSRC2,28
SA525999,KRT18,14
SA525999,PRR4,14
SA525999,RASAL1,7
SA525999,TULP1,10
SA525999,STK38,2
SA525999,MED23,20
SA525999,SLC39A7,8
SA525999,PPP2R5D,18
SA525999,LAMA4,12
SA525999,APBB3,96
SA525999,THBS4,10
SA525999,LIFR,10
SA525999,GRK7,2
SA525999,TUSC2,4
SA525999,SNX4,8
SA525999,KIAA1257,2
SA525999,DNAH1,4
SA525999,FAHD2A,12
SA525999,NRBP1,16
SA525999,SPTBN1,6
SA525999,FN1,28
SA525999,GGCX,2
SA525999,CD207,2
SA525999,PAPPA2,2
SA525999,AMPD2,2
SA525999,GON4L,14
SA525999,BCAS2,4
SA525999,MAP7D1,26
SA525999,RLF,2
SA525999,KDM5B,8
SA525999,GALE,30
SA525999,PTBP2,16
SA525999,MUC5B,4
SA525999,ATP10B,10
SA525999,ANKRD13C,2
SA525999,SGIP1,16
SA525999,RPN2,10
SA525999,HEATR1,12
SA525999,PROX2,6
SA525999,AREL1,18
SA525999,CFAP58,2
SA525999,TTLL2,6
SA525999,SPOP,57
SA525999,LRAT,14
SA525999,ABCC11,6
SA525999,ADGRB2,28
SA525999,CCRL2,28
SA525999,PIK3CA,9
SA525999,COPA,6
SA525999,TRMT13,6
SA525999,LRRC39,6
SA525999,ZNF644,7
SA525999,ACTRT1,2
SA525999,PDE1B,16
SA525999,TTC21B,12
SA525999,TNFAIP6,4
SA525999,BAZ2B,14
SA525999,KCNJ2,4
SA525999,KLHDC3,4
SA525999,MEA1,2
SA525999,EMC3,2
SA525999,SH2D3A,16
SA525999,TRIP10,14
SA525999,MKKS,6
SA525999,MCF2L,28
SA525999,CANX,22
SA525999,IPPK,4
SA525999,EMC1,8
SA525999,AKAP9,8
SA525999,PMS2P3,22
SA525999,CDC42EP1,8
SA525999,DOCK4,8
SA525999,SMO,8
SA525999,CHN1,14
SA525999,HOXD9,2
SA525999,HOXD10,6
SA525999,INO80,10
SA525999,VPS13C,8
SA525999,THAP10,4
SA525999,SOX15,6
SA525999,FXR2,10
SA525999,MPDU1,48
SA525999,AJUBA,2
SA525999,MIS18BP1,12
SA525999,GALNT8,2
SA525999,STARD8,8
SA525999,NECTIN2,5
SA525999,DPP6,14
SA525999,FAM98C,20
SA525999,PLVAP,4
SA525999,CAMSAP1,12
SA525999,CHMP2A,16
SA525999,UBE2M,10
SA525999,TRIM28,28
SA525999,MAP3K10,8
SA525999,ACSS2,36
SA525999,KCNC3,8
SA525999,NR1H2,8
SA525999,ANKHD1,2
SA525999,EMILIN2,2
SA525999,NXT1,2
SA525999,PTPRA,2
SA525999,ZSWIM3,2
SA525999,PIK3C2B,4
SA525999,MYH11,6
SA525999,AGAP3,12
SA525999,GNAT2,2
SA525999,ACP2,30
SA525999,FOLH1B,12
SA525999,ZCCHC11,18
SA525999,DTX1,4
SA525999,PRR5L,16
SA525999,COQ10A,18
SA525999,TAF5L,8
SA525999,PIGC,10
SA525999,LAMC1,6
SA525999,ANKRD36,10
SA525999,STAB2,2
SA525999,TBC1D4,8
SA525999,IL6,20
SA525999,TBR1,12
SA525999,IRF4,6
SA525999,LRRC49,6
SA525999,TUBGCP4,16
SA525999,ITPKA,8
SA525999,STRA6,38
SA525999,TTLL7,16
SA525999,IFI44,16
SA525999,PPIG,2
SA525999,KERA,2
SA525999,SLC46A3,6
SA525999,SYT16,6
SA525999,UBE2Q2,12
SA525999,HMG20A,18
SA525999,SCAPER,14
SA525999,RHCG,14
SA525999,FANCI,14
SA525999,MCTP2,12
SA525999,KIFC3,48
SA525999,URB1,6
SA525999,FBN3,3
SA525999,CFAP74,10
SA525999,C1orf94,4
SA525999,ATP1B1,10
SA525999,HMCN1,10
SA525999,TARS2,26
SA525999,HORMAD1,12
SA525999,GOLPH3L,8
SA525999,SNAPIN,8
SA525999,ILF2,4
SA525999,FLG,2
SA525999,CEP170,22
SA525999,SNAP47,10
SA525999,SNRNP200,6
SA525999,PKP4,16
SA525999,SLC4A10,4
SA525999,SPAG16,18
SA525999,ABCA12,2
SA525999,RHBDD1,16
SA525999,DIS3L2,40
SA525999,FANCD2,12
SA525999,MED12L,6
SA525999,SCD5,2
SA525999,CYP4V2,8
SA525999,TRIM41,18
SA525999,MLIP,20
SA525999,ZMYM4,8
SA525999,PSPH,11
SA525999,CNPY1,4
SA525999,TAF1,30
SA525999,LRP12,12
SA525999,ZNF7,36
SA525999,PTGES2,26
SA525999,SLC25A25,4
SA525999,SLC39A12,8
SA525999,DNAJB12,12
SA525999,TAF5,4
SA525999,LSM14B,4
SA525999,UBC,28
SA525999,SCLT1,12
SA525999,NR3C2,12
SA525999,SACS,10
SA525999,DST,26
SA525999,ASTN1,10
SA525999,CAMK4,10
SA525999,UTRN,4
SA525999,NRSN1,12
SA525999,CAST,28
SA525999,TGIF2LX,4
SA525999,CHD1,1
SA525999,ZUFSP,6
SA525999,ROBO3,42
SA525999,MIA3,24
SA525999,CCDC173,2
SA525999,L3MBTL4,10
SA525999,FGD5,4
SA525999,PI4K2A,2
SA525999,MOV10,26
SA525999,RHOC,38
SA525999,TTN,48
SA525999,ALS2CR12,14
SA525999,FMN2,4
SA525999,ELMO1,10
SA525999,MMP16,8
SA525999,ADAMTS3,4
SA525999,PCDH1,20
SA525999,EEF1A1,18
SA525999,LCA5L,8
SA525999,ZNF618,2
SA525999,LRRC43,8
SA525999,FAM46B,2
SA525999,CDC25C,16
SA525999,CD1B,4
SA525999,DNAH3,6
SA525999,USF1,20
SA525999,CSRP1,36
SA525999,CCDC24,18
SA525999,MORC3,36
SA525999,PLA2G4D,4
SA525999,PGLYRP3,2
SA525999,ZFYVE28,10
SA525999,ABR,38
SA525999,ITGB2,20
SA525999,FCN2,4
SA525999,GPSM1,6
SA525999,HIPK4,4
SA525999,SAP30BP,38
SA525999,SRSF2,40
SA525999,FAM171A2,2
SA525999,ASGR2,14
SA525999,MEGF6,14
SA525999,OMA1,12
SA525999,TM2D1,16
SA525999,WDR63,2
SA525999,ATXN7L2,12
SA525999,CADM3,8
SA525999,SLC9C2,4
SA525999,SNED1,16
SA525999,DISC1,32
SA525999,BIRC8,2
SA525999,PACRGL,28
SA525999,CD200R1,6
SA525999,GTPBP8,14
SA525999,DNASE1L3,12
SA525999,FANCD2OS,6
SA525999,LZTFL1,24
SA525999,PLXNB1,32
SA525999,ICE1,4
SA525999,ADGRV1,4
SA525999,KLKB1,2
SA525999,COG5,3
SA525999,NOS3,18
SA525999,STRBP,12
SA525999,NOL6,12
SA525999,AQP3,5
SA525999,BRWD3,4
SA525999,HECTD2,8
SA525999,E2F7,12
SA525999,PDZRN4,8
SA525999,CEP57,20
SA525999,SGPL1,4
SA525999,PLD4,12
SA525999,ZMAT1,12
SA525999,WEE1,10
SA525999,CLEC4E,12
SA525999,BLCAP,22
SA525999,AGBL1,10
SA525999,CLPX,10
SA525999,VPS39,18
SA525999,YWHAB,14
SA525999,TBC1D21,6
SA525999,UGT1A6,12
SA525999,,2
SA525999,ZNF668,20
SA525999,NCKAP5L,2
SA525999,SLC43A2,16
SA525999,C3P1,4
SA525999,PRDX2,3
SA525999,EVPL,6
SA525999,C11orf84,6
SA525999,ZSWIM1,2
SA525999,VWA3B,22
SA525999,LRP1B,2
SA525999,MAT2A,12
SA525999,GRM5,5
SA525999,ROR2,12
SA525999,XPO6,10
SA525999,SLC50A1,50
SA525999,EFNA1,10
SA525999,UMOD,28
SA525999,ZEB2,50
SA525999,SPNS1,20
SA525999,FASN,8
SA525999,HNRNPF,14
SA525999,FRMPD4,2
SA525999,ZNF747,8
SA525999,MYO7B,14
SA525999,SIMC1,14
SA525999,KRT8,16
SA525999,KRT86,16
SA525999,COMMD5,2
SA525999,FOXN2,4
SA525999,PKHD1,4
SA525999,OR1M1,4
SA525999,ZNF160,14
SA525999,MORN4,8
SA525999,ZNF672,14
SA525999,ZNF692,28
SA525999,NAIF1,8
SA525999,JUNB,1
SA525999,OR1N2,1
SA525999,PTGER4,6
SA525999,KLF11,6
SA525999,BSG,24
SA525999,SPTLC3,6
SA525999,PPP1CA,6
SA525999,COL6A5,12
SA525999,SP3,10
SA525999,DMXL1,8
SA525999,CCDC63,8
SA525999,MAP3K11,36
SA525999,DAB1,2
SA525999,ADGRG2,22
SA525999,KCNH6,10
SA525999,USMG5,10
SA525999,CYB561D1,18
SA525999,MGA,30
SA525999,GTF2IRD2B,12
SA525999,GOLGA6L2,8
SA525999,CNTNAP2,8
SA525999,IGDCC3,6
SA525999,PELI3,16
SA525999,TTC9B,4
SA525999,MRPL11,2
SA525999,FAM182B,16
SA525999,EIF3F,20
SA525999,CCDC14,40
SA525999,TBC1D10C,18
SA525999,DENND2C,8
SA525999,SLC35A4,12
SA525999,B3GNT4,12
SA525999,SYNE3,10
SA525999,FBXO46,6
SA525999,ULK1,8
SA525999,TOP3A,60
SA525999,ACAD9,14
SA525999,FAM20C,6
SA525999,BOLA1,2
SA525999,PARD6G,2
SA525999,SH2B1,26
SA525999,SUZ12,4
SA525999,CTC1,24
SA525999,C14orf39,6
SA525999,DPM3,6
SA525999,SAMD4B,14
SA525999,C2orf71,2
SA525999,,2
SA525999,CIITA,14
SA525999,ZNF648,2
SA525999,GLIPR1L2,14
SA525999,CAPS2,20
SA525999,C1orf105,4
SA525999,METTL23,28
SA525999,EHMT1,10
SA525999,MUC16,12
SA525999,TMEM136,10
SA525999,DDN,1
SA525999,SETD2,10
SA525999,ANKRD62,6
SA525999,ATG9B,22
SA525999,PRKAG1,20
SA525999,WRB,6
SA525999,TP53TG1,12
SA525999,RESP18,6
SA525999,SRPRA,14
SA525999,OTOP3,4
SA525999,SPATA13,10
SA525999,POTEC,3
SA525999,OR51B4,2
SA525999,KIRREL,12
SA525999,ADRA2C,4
SA525999,PCDH9,8
SA525999,HIST2H2AC,2
SA525999,HIST2H2AB,2
SA525999,PKP3,22
SA525999,SS18L1,6
SA525999,THAP7,10
SA525999,ZNF93,14
SA525999,HIST2H2BE,2
SA525999,DGAT1,36
SA525999,ANKS1B,46
SA525999,HSF1,24
SA525999,INPP5J,24
SA525999,KIAA0825,8
SA525999,IRF7,24
SA525999,EP400NL,22
SA525999,KCNIP4,16
SA525999,ATP6V0C,8
SA525999,CIDECP,10
SA525999,OR6P1,4
SA525999,RGS7BP,4
SA525999,ARHGAP30,10
SA525999,ZFP91,2
SA525999,PDZD7,10
SA525999,ACTL7A,2
SA525999,EXD3,18
SA525999,TCL6,16
SA525999,,2
SA525999,THSD4,12
SA525999,DNER,2
SA525999,ZNF490,8
SA525999,OTOG,6
SA525999,RUFY4,8
SA525999,FAM120AOS,22
SA525999,DUSP21,2
SA525999,ZFP92,1
SA525999,OR2L13,2
SA525999,,2
SA525999,RYR1,8
SA525999,SULT1C3,4
SA525999,ATP2A1,2
SA525999,SLC6A9,14
SA525999,HBG2,4
SA525999,WNK3,12
SA525999,TECPR2,6
SA525999,CD47,10
SA525999,ZNF239,10
SA525999,ZSCAN16,2
SA525999,SCN8A,10
SA525999,ARHGEF12,24
SA525999,SRGAP1,6
SA525999,KIAA1671,4
SA525999,DYNC1H1,2
SA525999,ZGPAT,40
SA525999,PCNX3,4
SA525999,ZNF165,2
SA525999,SSPO,16
SA525999,HHLA3,8
SA525999,OR2T6,2
SA525999,HMGN5,14
SA525999,ZNF568,12
SA525999,RYR2,8
SA525999,FAN1,6
SA525999,EGFL6,4
SA525999,TMEM184B,14
SA525999,ZNF521,24
SA525999,TOP1,2
SA525999,NOS1AP,10
SA525999,RN7SKP20,2
SA525999,,2
SA525999,,2
SA525999,,2
SA525999,RNU6-53P,2
SA525999,RNY4P10,2
SA525999,RHOT1P2,2
SA525999,HSD17B8,4
SA525999,RXRB,12
SA525999,HSPA1A,6
SA525999,HSPA1L,4
SA525999,LSM2,12
SA525999,GPANK1,16
SA525999,C6orf47,2
SA525999,APOM,6
SA525999,PRRC2A,42
SA525999,CCHCR1,14
SA525999,PSORS1C2,2
SA525999,PSORS1C1,12
SA525999,ABCF1,28
SA525999,RACK1,68
SA525999,MOG,40
SA525999,C9orf135,10
SA525999,PCDHA9,2
SA525999,PCDHA8,2
SA525999,PCDHA7,2
SA525999,PCDHA5,4
SA525999,PCDHA4,4
SA525999,PCDHA2,2
SA525999,PCDHA1,4
SA525999,MUC12,8
SA525999,,1
SA525999,CYS1,4
SA525999,TPTE2P6,2
SA525999,KRTAP27-1,2
SA525999,ATP10A,4
SA525999,,10
SA525999,RNU6-317P,3
SA525999,RNU6-1042P,2
SA525999,,2
SA525999,MIR626,2
SA525999,IGKV3D-20,2
SA525999,TRBV6-6,2
SA525999,,2
SA525999,ZNF611,30
SA525999,ARHGEF35,4
SA525999,SRA1,32
SA525999,LAT,30
SA525999,HBE1,4
SA525999,TM6SF2,10
SA525999,LRRC37A11P,4
SA525999,KRT16P3,5
SA525999,SMTNL1,3
SA525999,GRID2IP,6
SA525999,VPS16,14
SA525999,ANKRD20A11P,10
SA525999,ZSCAN12P1,4
SA525999,MIR548L,2
SA525999,MIR1225,2
SA525999,SLC12A8,20
SA525999,RNU6-402P,1
SA525999,,4
SA525999,,2
SA525999,,4
SA525999,,2
SA525999,,2
SA525999,,2
SA525999,CADM3-AS1,4
SA525999,FGD5-AS1,1
SA525999,CTAGE4,2
SA525999,,1
SA525999,PLCG1-AS1,2
SA525999,C6orf47-AS1,2
SA525999,,2
SA525999,TRBV7-5,2
SA525999,,2
SA525999,,2
SA525999,PRH1,2
SA525999,,4
SA525999,LINC01431,6
SA525999,,2
SA525999,PTGES2-AS1,2
SA525999,OR5H15,2
SA525999,,2
SA525999,,4
SA525999,,2
SA525999,MIR600HG,12
SA525999,TTN-AS1,46
SA525999,HOXD-AS2,2
SA525999,,4
SA525999,FLG-AS1,4
SA525999,ZEB2-AS1,22
SA525999,POLR2LP1,2
SA525999,SNORD11,2
SA525999,,2
SA525999,RNU7-87P,2
SA525999,RNU6-625P,2
SA525999,PCDHA13,4
SA525999,,2
SA525999,RN7SL748P,2
SA525999,,2
SA525999,UGT1A5,2
SA525999,HOXA11-AS,10
SA525999,UGT1A9,2
SA525999,UGT1A1,12
SA525999,RN7SL390P,2
SA525999,UGT1A8,2
SA525999,UGT1A10,4
SA525999,EIF4EBP3,2
SA525999,UGT1A3,2
SA525999,MICAL3,10
SA525999,,2
SA525999,PCDHAC2,2
SA525999,TMEM199,8
SA525999,UGT1A7,2
SA525999,UGT1A4,4
SA525999,,2
SA525999,PCDHAC1,2
SA525999,ACTN3,3
SA525999,ATP5J2-PTCD1,2
SA525999,PCDHA11,2
SA525999,,1
SA525999,,4
SA525999,,2
SA525999,,1
SA525999,PCDHA10,4
SA525999,PRODH2,6
SA525999,,2
SA525999,,2
SA525999,PCDHA12,2
SA525999,HOXA10,2
SA525999,,2
SA525999,,6
SA525999,,2
SA525999,PRKDC,10
SA525999,,4
SA525999,,2
SA525999,OR8B7P,2
SA525999,ANKHD1-EIF4EBP3,6
SA525999,ZFP91-CNTF,4
SA525999,GRM5-AS1,2
SA525999,,2
SA525999,PCDHA3,2
SA525999,,6
SA525999,,4
SA525999,,2
SA525999,,1
SA525999,,2
SA525999,,2
SA525999,OR7E47P,3
SA525999,,2
SA525999,,4
SA525999,,4
SA525999,,1
SA525999,,2
SA525999,,3
SA525999,SPECC1L-ADORA2A,2
SA525999,,2
SA525999,,1
SA525999,,8
SA525999,,2
SA525999,,4
SA525999,,2
SA525999,,2
SA525999,,2
SA525999,,2
SA525999,,2
SA525999,,2
SA525999,,2
SA525999,,2
SA525999,,2
SA525999,,1
SA525999,MIR4773-1,2
SA525999,MIR4773-2,2
SA525999,,2
SA525999,MIR5188,2
SA525999,,1
SA525999,,2
SA525999,,2
SA525999,,1
SA525999,,4
SA525999,,2
SA525999,PARD6G-AS1,8
SA525999,UBE2V2P2,2
SA525999,,4
SA525999,,2
SA525999,,2
SA525999,ZSCAN16-AS1,4
SA525999,,2
SA525999,,2
SA525999,TSNAX-DISC1,10
SA525999,,2
SA525999,,2
SA525999,,2
SA525999,,10
SA525999,RN7SKP290,2
SA525999,,2
SA525999,,2
SA525999,SNORD96A,2
SA525999,,4
SA525999,,2
SA525999,,2
SA525999,MYHAS,2
SA525999,,4
SA525999,,2
SA525999,,1
SA525999,,2
SA526020,TEAD3,3
SA526020,PHF7,4
SA526020,MCF2L2,4
SA526020,LTK,6
SA526020,SEZ6,6
SA526020,CPSF1,8
SA526020,FBLN1,6
SA526020,MAVS,3
SA526020,SEL1L3,5
SA526020,PSMD8,7
SA526020,FBXL19,7
SA526020,MOSPD1,7
SA526020,RBM3,12
SA526020,CLCN7,10
SA526020,SALL1,6
SA526020,CGB2,2
SA526020,OAS2,5
SA526020,ARHGEF26,5
SA526020,ZNF541,3
SA526020,OGFRL1,1
SA526020,MSX2,2
SA526020,ARHGAP40,2
SA526020,WDFY4,2
SA526020,PALLD,9
SA526020,MLLT4,12
SA526020,PNISR,6
SA526020,ITPKA,4
SA526020,TP53,17
SA526020,NTN5,3
SA526020,MAEL,4
SA526020,PLEKHA6,2
SA526020,AMMECR1L,2
SA526020,GIGYF1,4
SA526020,HTR2C,3
SA526020,KIAA1328,11
SA526020,TXNDC11,8
SA526020,ACOXL,5
SA526020,CHST9,3
SA526020,MCU,7
SA526020,DIP2A,6
SA526020,GPSM1,4
SA526020,NLRX1,14
SA526020,BAP1,10
SA526020,ABLIM2,14
SA526020,PLEKHF1,4
SA526020,TMEM100,6
SA526020,TGM6,2
SA526020,TNXB,2
SA526020,OR52A5,1
SA526020,EFEMP2,19
SA526020,MUS81,17
SA526020,CFL1,2
SA526020,BNC2,7
SA526020,OR2Y1,1
SA526020,CNIH2,6
SA526020,RAB1B,2
SA526020,MAN1B1,12
SA526020,GGN,5
SA526020,PIPOX,5
SA526020,TMEM132C,3
SA526020,HHIPL1,2
SA526020,FOXL2,1
SA526020,ADARB2,4
SA526020,SPATA31A6,2
SA526020,LILRA5,7
SA526020,LUZP2,6
SA526020,CARD9,7
SA526020,SPRED3,6
SA526020,CACNA1E,8
SA526020,RPL10A,5
SA526020,DMD,13
SA526020,,1
SA526020,FOXL2NB,3
SA526020,RNU6-1336P,1
SA526020,DNLZ,2
SA526020,ITGA1,3
SA526020,TENM3,2
SA526020,NBPF1,5
SA526020,,1
SA526020,CES1P1,4
SA526020,LINC00200,2
SA526020,,12
SA526020,SEC1P,4
SA526020,USP32P2,4
SA526020,LINC01391,3
SA526020,,1
SA526020,,2
SA526020,,2
SA526020,,1
SA526020,AQP4-AS1,4
SA526020,FBXL19-AS1,1
SA526020,,1
SA526020,,2
SA526020,CGB1,3
SA526020,NTF6B,1
SA526020,,1
SA526020,,2
SA526136,ANLN,9
SA526136,RTN4R,6
SA526136,RCN1,4
SA526136,MRVI1,15
SA526136,HUWE1,4
SA526136,CRLS1,5
SA526136,AARS,6
SA526136,MISP,1
SA526136,TBX18,5
SA526136,KCNQ4,4
SA526136,PIK3CA,1
SA526136,ATP8A1,3
SA526136,PZP,3
SA526136,CCDC136,10
SA526136,HEATR5A,7
SA526136,TPTE2,9
SA526136,MYBPH,1
SA526136,LYVE1,1
SA526136,TCF25,8
SA526136,ATM,5
SA526136,RGPD3,2
SA526136,RWDD2B,7
SA526136,POM121L2,3
SA526136,ADORA1,5
SA526136,CACNB3,22
SA526136,COL24A1,5
SA526136,TLR10,6
SA526136,DDX23,8
SA526136,OR4K5,1
SA526136,MRVI1-AS1,3
SA526136,,1
SA526136,,1
SA526136,PPP1R10,5
SA526136,OR13A1,3
SA526136,TPT1P12,1
SA526136,MC1R,3
SA526136,,1
SA526136,,1
SA526145,PKD1,21
SA526145,DDX11,19
SA526145,PHPT1,7
SA526145,TRNT1,3
SA526145,CTTNBP2,5
SA526145,FAT1,1
SA526145,SRPK1,6
SA526145,LARP4B,5
SA526145,CRBN,8
SA526145,PCSK4,8
SA526145,HPCAL4,1
SA526145,FAAH,6
SA526145,C19orf25,13
SA526145,ZNF549,4
SA526145,SARDH,5
SA526145,RNF6,7
SA526145,NUPL2,9
SA526145,CPNE8,3
SA526145,ABHD2,5
SA526145,TP53,17
SA526145,PKLR,3
SA526145,MYO10,5
SA526145,ASB6,3
SA526145,NTMT1,8
SA526145,FREM2,1
SA526145,TMPRSS15,1
SA526145,TTN,6
SA526145,MCM3AP,5
SA526145,RBBP4,15
SA526145,SGO2,2
SA526145,SGPL1,2
SA526145,LAIR2,3
SA526145,GLB1,12
SA526145,HCFC1,4
SA526145,MAGEB10,1
SA526145,MAMDC4,4
SA526145,C14orf39,1
SA526145,SIX6,1
SA526145,CYP4A11,10
SA526145,S100A3,2
SA526145,S100A4,6
SA526145,TMEM63A,3
SA526145,,4
SA526145,LHFPL5,1
SA526145,PLXNB3,5
SA526145,OR11A1,1
SA526145,OR10C1,1
SA526145,MCM3AP-AS1,8
SA526145,,1
SA526145,C9orf172,1
SA526145,,2
SA526145,TTN-AS1,15
SA526145,ZNF550,6
SA526145,PDXDC2P,4
SA526145,,2
SA526145,,1
SA526145,,1
SA526145,,1
SA526145,,1
SA526154,ANKIB1,3
SA526154,COPZ2,9
SA526154,PON1,4
SA526154,SPAG9,3
SA526154,LRRC23,2
SA526154,BRCA1,28
SA526154,PSMC4,12
SA526154,CP,2
SA526154,PPP2R5A,4
SA526154,PSME4,6
SA526154,AP1M1,8
SA526154,TNS1,7
SA526154,ZNF586,6
SA526154,BCORL1,5
SA526154,HUWE1,4
SA526154,TNRC6A,4
SA526154,JAK2,3
SA526154,SLC8A3,6
SA526154,TPD52L2,7
SA526154,TCFL5,2
SA526154,SUV39H1,3
SA526154,MMP15,2
SA526154,SLC7A5,1
SA526154,LIG1,10
SA526154,FUBP3,2
SA526154,GLIS3,8
SA526154,SPSB2,2
SA526154,DNAH1,2
SA526154,INO80D,2
SA526154,ASB3,1
SA526154,USP34,8
SA526154,COX7A2L,7
SA526154,GRIN3B,2
SA526154,TNR,2
SA526154,ASH1L,5
SA526154,RSRP1,6
SA526154,ARAP3,4
SA526154,CHD6,2
SA526154,SLC25A23,6
SA526154,FAM78A,1
SA526154,KLHDC7B,1
SA526154,TMEM160,1
SA526154,NPAS1,8
SA526154,NFATC1,12
SA526154,POMP,2
SA526154,DCLK1,3
SA526154,CRB1,7
SA526154,SLC43A3,9
SA526154,CD36,12
SA526154,CAPRIN1,12
SA526154,TP53,17
SA526154,UBAP2L,12
SA526154,ARF1,15
SA526154,C1orf35,7
SA526154,UNC80,4
SA526154,CACNA1B,6
SA526154,ITPRIP,4
SA526154,CNDP1,6
SA526154,MAGI1,10
SA526154,SCN3A,7
SA526154,HKDC1,3
SA526154,PAXBP1,7
SA526154,GAB3,6
SA526154,FCRL3,10
SA526154,HPS3,4
SA526154,ZNF589,7
SA526154,FBXW12,6
SA526154,PLD4,6
SA526154,AP1G1,9
SA526154,FAM57A,5
SA526154,ATOH8,3
SA526154,MYRIP,10
SA526154,TMED10,5
SA526154,IRX2,3
SA526154,NLRP5,2
SA526154,PTEN,2
SA526154,ZWILCH,9
SA526154,RPL4,17
SA526154,SNAPC5,8
SA526154,TSPEAR,1
SA526154,KCMF1,1
SA526154,TAS1R2,1
SA526154,GEMIN4,7
SA526154,ADGRD2,1
SA526154,SLC25A41,3
SA526154,TMEM259,5
SA526154,ABHD16B,1
SA526154,GRIN2A,6
SA526154,ZBTB40,3
SA526154,WASH3P,9
SA526154,C5orf38,7
SA526154,RHD,7
SA526154,ZNF546,2
SA526154,TTC24,6
SA526154,NWD1,16
SA526154,EYS,5
SA526154,TRRAP,4
SA526154,KIF13B,5
SA526154,F5,3
SA526154,GRIN3A,1
SA526154,SNORD18C,1
SA526154,SNORD114-14,1
SA526154,SNORD16,1
SA526154,SNORD114-16,1
SA526154,SNORD114-19,1
SA526154,SNORD18A,1
SA526154,,1
SA526154,,1
SA526154,SNORD114-13,1
SA526154,,1
SA526154,SNORD114-15,1
SA526154,SNORD114-17,1
SA526154,SNORD114-18,1
SA526154,SNORD18B,1
SA526154,CPT1B,15
SA526154,EGFEM1P,14
SA526154,MIR152,1
SA526154,IGHA1,1
SA526154,KLHL23,6
SA526154,,2
SA526154,SYCE3,2
SA526154,,1
SA526154,,1
SA526154,,1
SA526154,MRPS18AP1,1
SA526154,,1
SA526154,TMEM229A,1
SA526154,,1
SA526154,,1
SA526154,,4
SA526154,,1
SA526154,,1
SA526154,KRTAP10-11,1
SA526154,IGKV1-27,1
SA526154,DDX11L9,5
SA526154,DSTNP2,2
SA526154,,1
SA526154,,1
SA526154,CHKB-CPT1B,3
SA526154,,2
SA526154,,1
SA526154,,1
SA526154,MIR4507,1
SA526154,,1
SA526154,,1
SA526154,,1
SA526154,GPR75-ASB3,1
SA52691,SYNE2,9
SA52691,MAP2K4,12
SA52691,IP6K2,28
SA52691,MLLT10,13
SA52691,SMARCA2,4
SA52691,POMGNT1,7
SA52691,SI,1
SA52691,WDR7,6
SA52691,TMC5,4
SA52691,TBP,5
SA52691,SEC24A,1
SA52691,PDGFRB,5
SA52691,TSPAN1,9
SA52691,CEP89,6
SA52691,DEPDC7,4
SA52691,PIK3CA,2
SA52691,FAAP24,6
SA52691,EPHB2,6
SA52691,PTPN22,10
SA52691,CTSV,3
SA52691,RIPK1,4
SA52691,ESR2,2
SA52691,TP53,17
SA52691,ECM1,7
SA52691,TARS2,8
SA52691,PSEN2,10
SA52691,CSGALNACT1,6
SA52691,ADGRA3,5
SA52691,MIA3,5
SA52691,KAT6B,6
SA52691,SVEP1,3
SA52691,CLEC4E,6
SA52691,VPREB1,2
SA52691,PARP14,2
SA52691,KRT28,1
SA52691,SH3PXD2B,3
SA52691,RNF135,6
SA52691,TBK1,3
SA52691,FAM71F2,6
SA52691,MIR433,1
SA52691,MIR127,1
SA52691,MIR136,1
SA52691,MIR431,1
SA52691,SPATA31D1,2
SA52691,CROCCP2,2
SA52691,,1
SA52691,AP4B1-AS1,1
SA52691,WHAMMP2,4
SA52691,RNA5-8SP6,1
SA52691,RTL1,1
SA52691,MIR3186,1
SA52691,MIR432,1
SA52721,GOPC,1
SA52721,CTNNA2,7
SA52721,SDF4,6
SA52721,STAG2,15
SA52721,CTCF,3
SA52721,COMMD9,7
SA52721,EGR1,1
SA52721,PIK3CA,2
SA52721,THOC2,4
SA52721,PZP,3
SA52721,HIVEP3,5
SA52721,TMPRSS4,16
SA52721,METTL21C,1
SA52721,OSBPL1A,7
